Obs,project_code,ALMA_source_name,RAJ2000,DEJ2000,ang_res_arcsec,min_freq_GHz,max_freq_GHz,central_freq_GHz,bandwidth_GHz,freq_res_kHz,vel_res_kms,LAS_arcsec,FoV_arcsec,cont_sens_bandwidth,line_sens_10kms,line_sens_native,MOUS_id,access_url,access_format,proposal_id,data_rights,gal_longitude,gal_latitude,obs_publisher_did,obs_collection,facility_name,instrument_name,obs_id,dataproduct_type,calib_level,target_name,s_ra,s_dec,s_fov,s_region,s_resolution,t_min,t_max,t_exptime,t_resolution,em_min,em_max,em_res_power,pol_states,o_ucd,band_list,em_resolution,authors,pub_abstract,publication_year,proposal_abstract,schedblock_name,proposal_authors,sensitivity_10kms,cont_sensitivity_bandwidth,pwv,group_ous_uid,member_ous_uid,asdm_uid,obs_title,type,scan_intent,science_observation,spatial_scale_max,bandwidth,antenna_arrays,is_mosaic,obs_release_date,spatial_resolution,frequency_support,frequency,velocity_resolution,obs_creator_name,pub_title,first_author,qa2_passed,bib_reference,science_keyword,scientific_category,lastModified,collections,covered_lines
14,2011.0.00217.S,G0.25+0.02,266.5399583333334,-28.70950000000001,1.517,88.15,90.03,89.09,1.875,976.56,3.252,17.537,201.85,58.471,2898.03,115.98,uid://A002/X391d0b/X7b,https://almascience.org/datalink/sync?ID=uid://A002/X391d0b/X7b,applicati,2011.0.00217.S,Public,0.2551128195665298,0.017006279857762856,ADS/JAO.ALMA#2011.0.00217.S,ALMA,JAO,ALMA,uid://A002/X391d0b/X7b,cube,2,G0.25+0.02,266.5399583333334,-28.70950000000001,0.05606934979568351,Polygon ICRS 266.548798 -28.732645 266.546665 -28.735206 266.544130 -28.736717 266.541186 -28.737467 266.537522 -28.737265 266.533714 -28.735563 266.531119 -28.732645 266.527921 -28.732403 266.524600 -28.731032 266.522433 -28.729132 266.521042 -28.726737 266.520583 -28.713821 266.522289 -28.709500 266.520872 -28.706774 266.520584 -28.704098 266.521045 -28.701983 266.522290 -28.699778 266.520739 -28.696525 266.520739 -28.693306 266.522091 -28.690313 266.524603 -28.687967 266.527924 -28.686596 266.531377 -28.685917 266.533255 -28.683793 266.535789 -28.682283 266.538731 -28.681533 266.542393 -28.681735 266.546200 -28.683437 266.548794 -28.686356 266.551993 -28.686596 266.555313 -28.687967 266.557480 -28.689867 266.558871 -28.692261 266.559333 -28.705177 266.557628 -28.709500 266.559045 -28.712224 266.559334 -28.714899 266.558874 -28.717015 266.557628 -28.719222 266.559180 -28.722473 266.559181 -28.725692 266.557830 -28.728685 266.555317 -28.731032 266.551995 -28.732403,1.516526090624047,56137.100444,56140.251814,2085.174,2085.174,0.003329968960253718,0.0034007956081334692,92186.2972,/XX/YY/,phot.flux.density;phys.polarization,3,292774225944589.25,"Ando, Ryo; Kohno, Kotaro; Tamura, Yoichi; Izumi, Takuma; Umehata, Hideki; Nagai, Hiroshi Bally, John; Rathborne, J. M.; Longmore, S. N.; Jackson, J. M.; Alves, J. F.; Bressert, E.; Contreras, Y.; Foster, J. B.; Garay, G.; Ginsburg, A.; Johnston, K. G.; Kruijssen, J. M. D.; Testi, L.; Walsh, A. J. Federrath, C.; Rathborne, J. M.; Longmore, S. N.; Kruijssen, J. M. D.; Bally, J.; Contreras, Y.; Crocker, R. M.; Garay, G.; Jackson, J. M.; Testi, L.; Walsh, A. J. Henshaw, J. D.; Ginsburg, A.; Haworth, T. J.; Longmore, S. N.; Kruijssen, J. M. D.; Mills, E. A. C.; Sokolov, V.; Walker, D. L.; Barnes, A. T.; Contreras, Y.; Bally, J.; Battersby, C.; Beuther, H.; Butterfield, N.; Dale, J. E.; Henning, T.; Jackson, J. M.; Kauffmann, J.; Pillai, T.; Ragan, S.; Riener, M.; Zhang, Q. Henshaw, Jonathan D.; Kruijssen, J. M. Diederik; Longmore, Steven N.; Riener, Manuel; Leroy, Adam K.; Rosolowsky, Erik; Ginsburg, Adam; Battersby, Cara; Chevance, Mélanie; Meidt, Sharon E.; Glover, Simon C. O.; Hughes, Annie; Kainulainen, Jouni; Klessen, Ralf S.; Schinnerer, Eva; Schruba, Andreas; Beuther, Henrik; Bigiel, Frank; Blanc, Guillermo A.; Emsellem, Eric; Henning, Thomas; Herrera, Cynthia N.; Koch, Eric W.; Pety, Jérôme; Ragan, Sarah E.; Sun, Jiayi Henshaw, Jonathan D.; Krumholz, Mark R.; Butterfield, Natalie O.; Mackey, Jonathan; Ginsburg, Adam; Haworth, Thomas J.; Nogueras-Lara, Francisco; Barnes, Ashley T.; Longmore, Steven N.; Bally, John; Kruijssen, J. M. Diederik; Mills, Elisabeth A. C.; Beuther, Henrik; Walker, Daniel L.; Battersby, Cara; Bulatek, Alyssa; Henning, Thomas; Ott, Juergen; Soler, Juan D. Higuchi, Aya E.; Chibueze, James O.; Habe, Asao; Takahira, Ken; Takano, Shuro Rathborne, J. M.; Longmore, S. N.; Jackson, J. M.; Alves, J. F.; Bally, J.; Bastian, N.; Contreras, Y.; Foster, J. B.; Garay, G.; Kruijssen, J. M. D.; Testi, L.; Walsh, A. J. Rathborne, J. M.; Longmore, S. N.; Jackson, J. M.; Kruijssen, J. M. D.; Alves, J. F.; Bally, J.; Bastian, N.; Contreras, Y.; Foster, J. B.; Garay, G.; Testi, L.; Walsh, A. J. Walker, D. L.; Longmore, S. N.; Bastian, N.; Kruijssen, J. M. D.; Rathborne, J. M.; Galván-Madrid, R.; Liu, H. B. Walker, D. L.; Longmore, S. N.; Bastian, N.; Kruijssen, J. M. D.; Rathborne, J. M.; Jackson, J. M.; Foster, J. B.; Contreras, Y.","ALMA HCO+ observations of the infrared dark cloud G0.253+0.016 located in the central molecular zone of the Galaxy are presented. The 89 GHz emission is area-filling, optically thick, and sub-thermally excited. Two types of filaments are seen in absorption against the HCO+ emission. Broad-line absorption filaments (BLAs) have widths of less than a few arcseconds (0.07-0.14 pc), lengths of 30-50 arcsec (1.2-1.8 pc), and absorption profiles extending over a velocity range larger than 20 km s–1. The BLAs are nearly parallel to the nearby G0.18 non-thermal filaments and may trace HCO+ molecules gyrating about highly ordered magnetic fields located in front of G0.253+0.016 or edge-on sheets formed behind supersonic shocks propagating orthogonal to our line of sight in the foreground. Narrow-line absorption filaments (NLAs) have line widths less than 20 km s–1. Some NLAs are also seen in absorption in other species with high optical depth, such as HCN, and occasionally in emission where the background is faint. The NLAs, which also trace low-density, sub-thermally excited HCO+ molecules, are mostly seen on the blueshifted side of the emission from G0.253+0.016. If associated with the surface of G0.253+0.016, the kinematics of the NLAs indicate that the cloud surface is expanding. The decompression of entrained, milli-Gauss magnetic fields may be responsible for the re-expansion of the surface layers of G0.253+0.016 as it recedes from the Galactic center following a close encounter with Sgr A. Despite the simplicity of theoretical models of supersonically turbulent, isothermal media, their predictions successfully match the observed gas structure and star formation activity within low-pressure (P/k &#60; 105 K cm–3) molecular clouds in the solar neighborhood. However, it is unknown whether or not these theories extend to clouds in high-pressure (P/k &#62; 107 K cm–3) environments, like those in the Galaxy's inner 200 pc central molecular zone (CMZ) and in the early universe. Here, we present Atacama Large Millimeter/submillimeter Array 3 mm dust continuum emission within a cloud, G0.253+0.016, which is immersed in the high-pressure environment of the CMZ. While the log-normal shape and dispersion of its column density probability distribution function (PDF) are strikingly similar to those of solar neighborhood clouds, there is one important quantitative difference: its mean column density is one to two orders of magnitude higher. Both the similarity and difference in the PDF compared to those derived from solar neighborhood clouds match predictions of turbulent cloud models given the high-pressure environment of the CMZ. The PDF shows a small deviation from log-normal at high column densities confirming the youth of G0.253+0.016. Its lack of star formation is consistent with the theoretically predicted, environmentally dependent volume density threshold for star formation which is orders of magnitude higher than that derived for solar neighborhood clouds. Our results provide the first empirical evidence that the current theoretical understanding of molecular cloud structure derived from the solar neighborhood also holds in high-pressure environments. We therefore suggest that these theories may be applicable to understand star formation in the early universe. ...(9)",2014,"Clusters are the building blocks of galaxies and the nurseries of most stellar systems. Despite their importance, even the fundamental question of whether a single mechanism can describe cluster formation across the mass range from open clusters to globular clusters remains unclear. Answering this question requires observations of a cluster's natal dust and gas well before the onset of star formation. We have identified an extreme molecular cloud that appears to be on the verge of forming a massive cluster. This cloud, G0.25+0.02, is very cold, massive, and dense with no obvious star formation and shows tantalizing evidence that it is highly substructured and, thus, may be undergoing hierarchical fragmentation. Using the ALMA early science extended configuration we aim to obtain a ~3 x 1 arcmin mosaic of the dust continuum and molecular line emission across this cloud at 90 GHz. These observations will reveal the location, mass, and kinematics of the small-scale fragments within the cloud allowing us to distinguish between competing cluster formation models. These observations can only be achieved with the order of magnitude improvement in sensitivity and dynamic range provided by ALMA. Determining whether clusters form via a single mechanism across the entire mass range has profound implications: if confirmed, this implies our knowledge of nearby cluster formation can be used as framework to understand star formation across cosmic time, back to globular clusters ~10Gyr ago. We speculate that the cloud G0.25+0.02 may represent the precursor to a modern day globular cluster.",G0.25+0.02 90 GHz,"Longmore, Steven; Alves, Joao; Walsh, Andrew; Purcell, Cormac; Bally, John; Bressert, Eli; Carey, Sean; Foster, Jonathan; Ascenso, Joana; Jackson, James; Testi, Leonardo; Bastian, Nate;",2.8980342893390234,0.05847099784421341,1.771744966506958,,uid://A002/X391d0b/X7b,uid://A002/X47aefc/X369,Globular cluster formation: caught in the act,S,TARGET,T,17.537125098924072,1875000000.0,A003:DA41 A004:DV04 A008:DV19 A011:DV12 A020:DV20 A021:DV08 A025:DV14 A046:DV09 A050:DA42 A053:DV18 A067:DA46 A068:DA44 A069:DV16 A070:DA45 A071:DV10 A072:DV13 A074:DV15 A075:DA43 A076:PM03 A077:DV02 A080:DV21 A137:DV03 A138:DV17 T702:PM02 T704:PM01,T,2013-09-07T18:53:00.000,1.516526090624047,"[86.27..88.14GHz,976.56kHz,2.9mJy/beam@10km/s,115.3uJy/beam@native, XX YY] U [88.15..90.03GHz,976.56kHz,2.9mJy/beam@10km/s,115.4uJy/beam@native, XX YY] U [98.20..100.07GHz,976.56kHz,2.8mJy/beam@10km/s,115.6uJy/beam@native, XX YY] U [100.15..102.03GHz,976.56kHz,2.9mJy/beam@10km/s,121.8uJy/beam@native, XX YY]",89.09111426892694,2869.5331391039977,"Rathborne, Jill",A Cluster in the Making: ALMA Reveals the Initial Conditions for High-mass Cluster Formation A wind-blown bubble in the Central Molecular Zone cloud G0.253+0.016 ALMA View of G0.253+0.016: Can Cloud-Cloud Collision form the Cloud? Absorption Filaments towa,"Ando, Ryo Bally, John Federrath, C. Henshaw, J. D. Henshaw, Jonathan D. Higuchi, Aya E. Rathborne, J. M. Walker, D. L.",T,2014AJ....147..141H 2014ApJ...795...28B 2014ApJ...795L..25R 2015ApJ...802..125R 2015MNRAS.449..715W 2016ApJ...832..143F 2016MNRAS.457.4536W 2016PASJ...68....6A 2019MNRAS.485.2457H 2020NatAs...4.1064H 2022MNRAS.509.4758H,Inter-Stellar Medium (ISM)/Molecular clouds,ISM and star formation,2022-07-07T22:43:17.085,,HCO+ (1-0)
42,2011.0.00017.S,SgrB2-N,266.83279166666665,-28.371111111111116,1.486,87.72,89.6,88.66,1.879,488.28,1.634,17.837,60.931,33.979,1712.75,68.31,uid://A002/X327408/X10,https://almascience.org/datalink/sync?ID=uid://A002/X327408/X10,applicati,2011.0.00017.S,Public,0.6778714489147433,-0.02725173805198036,ADS/JAO.ALMA#2011.0.00017.S,ALMA,JAO,ALMA,uid://A002/X327408/X10,cube,2,SgrB2-N,266.83279166666665,-28.371111111111116,0.016925184370861098,Circle ICRS 266.832792 -28.371111 0.008462,1.4864660617677599,56083.392717,56111.335547,5080.32,5080.32,0.0033459885217853765,0.003417651558433791,183497.62135959038,/XX/,phot.flux.density;phys.polarization,3,146374953124583.38,"Ando, Ryo; Kohno, Kotaro; Tamura, Yoichi; Izumi, Takuma; Umehata, Hideki; Nagai, Hiroshi Belloche, A.; Meshcheryakov, A. A.; Garrod, R. T.; Ilyushin, V. V.; Alekseev, E. A.; Motiyenko, R. A.; Margulès, L.; Müller, H. S. P.; Menten, K. M. Belloche, A.; Müller, H. S. P.; Garrod, R. T.; Menten, K. M. Belloche, Arnaud; Garrod, Robin T.; Müller, Holger S. P.; Menten, Karl M. Bizzocchi, Luca; Tamassia, Filippo; Laas, Jacob; Giuliano, Barbara M.; Degli Esposti, Claudio; Dore, Luca; Melosso, Mattia; Canè, Elisabetta; Pietropolli Charmet, Andrea; Müller, Holger S. P.; Spahn, Holger; Belloche, Arnaud; Caselli, Paola; Menten, Karl M.; Garrod, Robin T. Bonfand, M.; Belloche, A.; Garrod, R. T.; Menten, K. M.; Willis, E.; Stéphan, G.; Müller, H. S. P. Bonfand, M.; Belloche, A.; Menten, K. M.; Garrod, R. T.; Müller, H. S. P. Garrod, R. T.; Belloche, A.; Müller, H. S. P.; Menten, K. M. Higuchi, Aya E.; Hasegawa, Tetsuo; Saigo, Kazuya; Sanhueza, Patricio; Chibueze, James O. Humire, P. K.; Thiel, V.; Henkel, C.; Belloche, A.; Loison, J. -C.; Pillai, T.; Riquelme, D.; Wakelam, V.; Langer, N.; Hernández-Gómez, A.; Mauersberger, R.; Menten, K. M. Margulès, L.; Belloche, A.; Müller, H. S. P.; Motiyenko, R. A.; Guillemin, J.-C.; Garrod, R. T.; Menten, K. M. Müller, Holger S. P.; Belloche, Arnaud; Xu, Li-Hong; Lees, Ronald M.; Garrod, Robin T.; Walters, Adam; van Wijngaarden, Jennifer; Lewen, Frank; Schlemmer, Stephan; Menten, Karl M. Müller, Holger S. P.; Walters, Adam; Wehres, Nadine; Belloche, Arnaud; Wilkins, Olivia H.; Liu, Delong; Vicente, Rémi; Garrod, Robin T.; Menten, Karl M.; Lewen, Frank; Schlemmer, Stephan Ordu, Matthias H.; Zingsheim, Oliver; Belloche, Arnaud; Lewen, Frank; Garrod, Robin T.; Menten, Karl M.; Schlemmer, Stephan; Müller, Holger S. P. Remijan, A.; Xue, C.; Margulès, L.; Belloche, A.; Motiyenko, R. A.; Carder, J.; Codella, C.; Balucani, N.; Brogan, C. L.; Ceccarelli, C.; Hunter, T. R.; Maris, A.; Melandri, S.; Siebert, M.; McGuire, B. A. Richard, C.; Belloche, A.; Margulès, L.; Motiyenko, R. A.; Menten, K. M.; Garrod, R. T.; Müller, H. S. P. Sanz-Novo, M.; Belloche, A.; Alonso, J. L.; Kolesniková, L.; Garrod, R. T.; Mata, S.; Müller, H. S. P.; Menten, K. M.; Gong, Y. Thiel, V.; Belloche, A.; Menten, K. M.; Garrod, R. T.; Müller, H. S. P. Thiel, V.; Belloche, A.; Menten, K. M.; Giannetti, A.; Wiesemeyer, H.; Winkel, B.; Gratier, P.; Müller, H. S. P.; Colombo, D.; Garrod, R. T. Willis, E. R.; Garrod, R. T.; Belloche, A.; Müller, H. S. P.; Barger, C. J.; Bonfand, M.; Menten, K. M. Xue, Ci; Remijan, Anthony J.; Burkhardt, Andrew M.; Herbst, Eric","Aminoacetonitrile (NH<SUB>2</SUB>CH<SUB>2</SUB>CN) was detected in the interstellar medium (ISM) one decade ago in the course of a spectral survey of the hot molecular core Sagittarius (Sgr) B2(N) with the IRAM 30 m telescope. With the advent of sensitive telescopes such as the Atacama Large Millimeter/submillimeter Array (ALMA), the degree of chemical complexity in the ISM can be further explored. In the family of aminoacetonitrile, the next stage in complexity with one additional CH<SUB>2</SUB> group is aminopropionitrile. This molecule has two structural isomers, a chain-like (3-aminopropionitrile, NH<SUB>2</SUB>CH<SUB>2</SUB>CH<SUB>2</SUB>CN) and a branched, chiral one (2-aminopropionitrile, CH<SUB>3</SUB>CH(NH<SUB>2</SUB>) CN). The latter was studied in the laboratory a few years ago and was not detected in the IRAM 30 m survey. We present the search for both isomers in the EMoCA (Exploring Molecular Complexity with ALMA) survey, a sensitive spectral survey of Sgr B2(N) performed with ALMA. The rotational spectrum of 3-aminopropionitrile has been recorded in laboratory with a submillimeter spectrometer using solid-state sources. Helped by ab initio calculations performed for the different possible conformations, we present here the analysis based on a Watson Hamiltonian for an asymmetric one-top rotor in A-reduction performed in the frequency range 150-500 GHz for two conformers. More than 6200 lines of the ground-state and lowest excited vibrational states, corresponding to more than 8200 transitions, were assigned in the experimental spectrum. Partition functions, including the vibrational contribution of these states, and predictions in the JPL-CDMS catalog format were determined in order to search for both conformers of 3-aminopropionitrile in Sgr B2(N). Neither 3-aminopropionitrile, nor 2-aminopropionitrile are detected. The derived upper limits imply that they are at least 12 and 5 times less abundant than aminoacetonitrile, respectively. A comparison to ethyl cyanide and n-propyl cyanide detected in this source suggests that an improvement by a factor three in sensitivity may be sufficient to detect 3-aminopropionitrile, which should be within the range of our on-going follow-up project with ALMA. ...(20)",2014,"The search for complex pre-biotic and biotic molecules in the interstellar medium (ISM) will be a primary focus of ALMA science. The molecular inventory of meteorites found on Earth includes more than 80 distinct amino acids (the building blocks of proteins), and their composition suggests an interstellar origin. The key search site for new complex organics in the ISM is the hot dense core Sgr B2(N), due partly to its high column density. However, the firm identification of new molecules requires a robust spectral model to unweave the emission lines of weakly-emitting, more complex, species from known molecules. We have already constructed a unique model of this kind, using our previous single-dish line survey, which has already allowed our team to uncover several new species. We propose to use ALMA Early Science to perform a deep, unbiased line survey of Sgr B2(N) in band 3 (8 hours observing time). The proposed survey will improve the detection threshold for complex organic molecules by nearly a factor of 20 compared to our previous survey of this source. Such a sensitivity improvement should lead to the firm detection of a few, perhaps a dozen, new complex organics, while the adaptation of our existing spectral model will allow a rapid turn-around from detection to publication. The use of our team's cutting edge chemical models will allow the broader implications of new discoveries to be understood, and place strong constraints on chemical formation pathways. The discovery of biologically-relevant molecules in the ISM will be of high scientific impact, and is of broad appeal to the public and the media. The combination of ALMA's unique spectral sensitivity with our established methodologies will provide an efficient showcase of ALMA's capabilities in this field.",SgrB2_T2_B3_extended,"Garrod, Robin; Müller, Holger; Menten, Karl;",1.7127469030314648,0.033978623113527825,0.6536063551902771,,uid://A002/X327408/X10,uid://A002/X41f8d2/X8e0,Expanding the frontiers of chemical complexity with ALMA,S,TARGET,T,17.836934238229638,1875000000.0,A003:DA41 A004:DV04 A008:DV19 A011:DV12 A021:DV08 A025:DV14 A045:DV11 A046:DV09 A050:DA42 A053:DV18 A067:DA46 A068:DA44 A069:DV16 A070:DA45 A071:DV10 A072:DV13 A074:DV15 A075:DA43 A076:PM03 A077:DV02 A082:DV05 A137:DV03 A138:DV17 T702:PM02 T704:PM01,F,2014-09-12T00:00:00.000,1.4864660617677599,"[87.72..89.60GHz,488.28kHz,1.7mJy/beam@10km/s,68uJy/beam@native, XX] U [89.54..91.42GHz,488.28kHz,1.7mJy/beam@10km/s,67.8uJy/beam@native, XX] U [99.72..101.59GHz,488.28kHz,1.6mJy/beam@10km/s,67.7uJy/beam@native, XX] U [101.54..103.42GHz,488.28kHz,1.6mJy/beam@10km/s,68.3uJy/beam@native, XX]",88.65821163299326,1415.4160834929535,"Belloche, Arnaud",ALMA Observations of the Spatial Distribution of Three C<SUB>2</SUB>H<SUB>4</SUB>O<SUB>2</SUB> Isomers toward Sgr B2(N) Complex organic molecules in diffuse clouds along the line of sight to Sagittarius B2 Detection of a branched alkyl molecule in the inte,"Ando, Ryo Belloche, A. Belloche, Arnaud Bizzocchi, Luca Bonfand, M. Garrod, R. T. Higuchi, Aya E. Humire, P. K. Margulès, L. Müller, Holger S. P. Ordu, Matthias H. Remijan, A. Richard, C. Sanz-Novo, M. Thiel, V. Willis, E. R. Xue, Ci",T,2014Sci...345.1584B 2015ApJ...815..106H 2016A&A...587A..91B 2016A&A...587A..92M 2016A&A...590A..93M 2016A&A...595A..87M 2016PASJ...68....6A 2017A&A...601A..48G 2017A&A...601A..49B 2017A&A...604A..60B 2017A&A...605L...6T 2017ApJS..233...11B 2018JMoSp.345...51R 2019A&A...623A..68T 2019A&A...628A..27B 2019A&A...629A..72O 2019ApJ...871..112X 2020A&A...636A..29W 2020A&A...639A.135S 2020A&A...642A.222H 2022A&A...658A..85R,"Inter-Stellar Medium (ISM)/Molecular clouds, Astrochemistry",ISM and star formation,2022-07-07T22:43:17.085,,HCO+ (1-0)
53,2013.1.00857.S,Circumnuclear_Disk,266.4144320833333,-29.008528611116905,1.06,87.49,89.37,88.43,1.874,1128.91,3.787,8.393,131.07,110.47,5566.98,222.03,uid://A001/X121/X2e1,https://almascience.org/datalink/sync?ID=uid://A001/X121/X2e1,applicati,2013.1.00857.S,Public,359.9425623270442,-0.0447709510412044,ADS/JAO.ALMA#2013.1.00857.S,ALMA,JAO,ALMA,uid://A001/X121/X2e1,cube,2,Circumnuclear_Disk,266.4144320833333,-29.008528611116905,0.036408323405855536,Polygon ICRS 266.423282 -29.021939 266.421204 -29.024388 266.418644 -29.025909 266.415672 -29.026665 266.412578 -29.026580 266.408617 -29.025081 266.405582 -29.021939 266.402510 -29.021684 266.399670 -29.020609 266.397760 -29.019226 266.396302 -29.017472 266.395390 -29.015456 266.395080 -29.013305 266.395564 -29.010632 266.396730 -29.008528 266.395775 -29.006935 266.395158 -29.004835 266.395159 -29.002666 266.395776 -29.000566 266.397351 -28.998237 266.399673 -28.996448 266.402512 -28.995373 266.405766 -28.994807 266.407662 -28.992669 266.410221 -28.991148 266.413193 -28.990393 266.416285 -28.990478 266.420245 -28.991976 266.423280 -28.995118 266.426352 -28.995373 266.429192 -28.996448 266.431102 -28.997829 266.432560 -28.999583 266.433473 -29.001599 266.433784 -29.003751 266.433300 -29.006424 266.432134 -29.008528 266.433089 -29.010120 266.433706 -29.012220 266.433707 -29.014389 266.433091 -29.016489 266.431515 -29.018819 266.429194 -29.020609 266.426354 -29.021684,1.060442320860106,56859.212833,56859.216752,63.397,63.397,0.003354545516807022,0.00342639671812124,79162.8628446698,/XX/YY/,phot.flux.density;phys.polarization,3,338443524688839.0,,,,"The innermost concentration of molecular gas in our Galaxy is the Circumnuclear Disk (CND), a ring of gas and dust at a radius of ~1.5 pc from the central supermassive black hole. Depending upon the mass of this gas reservoir, the fate of the CND (whether it will it form stars, or eventually accrete on the black hole) will have a substantial impact on the evolution of the central parsec of our Galaxy. Its fate depends upon its density: gas clumps with densities > 10^7 cm^-3 are stable, and can collapse and form stars, whereas unstable clumps should quickly be sheared apart and eventually accrete onto the black hole. We propose to use the resolution and sensitivity of Cycle 2 ALMA to conduct a robust probe of gas density on the scales of individual clumps (1"", or 0.04 pc) via simultaneous excitation analyses of multiple tracers and the inclusion of radiative excitation. Ultimately, this study will yield the authoritative values for the CND mass and density, quantities which vary in recent literature by 3-4 orders of magnitude, and will indicate the amount of gas present in the central parsecs, and whether it will feed the central black hole or contribute to a nuclear starburst.",Circumnu_a_03_TE,"Harada, Nanase; Zhao, Jun-Hui; Morris, Mark; Wardle, Mark; Riquelme, Denise; Moser, Lydia; Liu, Hauyu Baobab; Ho, Paul; Martin, Sergio; Requena Torres, Miguel Angel; Guesten, Rolf; Ginsburg, Adam;",5.566983893620921,0.11047035305672204,2.2251217365264893,uid://A001/X121/X2e0,uid://A001/X121/X2e1,uid://A002/X87544a/X22d1,The Density (and Destiny) of the Circumnuclear Disk,S,TARGET,T,8.39262237020997,1875000000.0,A007:DV23 A011:DV22 A016:DA62 A021:DA59 A031:DV11 A033:DV18 A044:DV09 A045:DA50 A056:DV25 A058:DA46 A063:DA54 A067:DV13 A069:DV16 A071:DV10 A072:DV01 A073:DV08 A074:DA47 A075:DA61 A077:DV19 A078:DV04 A079:DA41 A081:DA42 A083:DV14 A085:DA64 A086:DV07 A087:DV02 A088:DA65 A089:DV15 A090:DA60 A091:DA43 A093:DV24 A094:DV12 T701:PM03 T703:PM04,T,2015-09-23T18:00:49.000,1.060442320860106,"[85.56..87.43GHz,1128.91kHz,5.6mJy/beam@10km/s,220.7uJy/beam@native, XX YY] U [87.49..89.37GHz,1128.91kHz,5.6mJy/beam@10km/s,220.8uJy/beam@native, XX YY] U [97.56..99.43GHz,1128.91kHz,5.3mJy/beam@10km/s,221.1uJy/beam@native, XX YY] U [99.56..101.43GHz,1128.91kHz,5.2mJy/beam@10km/s,221.2uJy/beam@native, XX YY]",88.43199395337612,3336.663159413489,"Mills, Elisabeth",,,T,,"Starbursts, star formation, Galactic centres/nuclei",Active galaxies,2022-07-07T22:43:17.085,ari_l,HCO+ (1-0)
